EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYear,PromotionDelay,IsOverduePromotion,EngagementScore,WorkloadStress,TenureRatio,RoleStagnation,SatisfactionIncomeRatio,CompanyHopper,Attrition_Probability,Risk_Percentage,Risk_Category
1136,46,0,Travel_Rarely,563,Sales,1,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,17567,3156,1,No,15,3,2,0,27,5,1,26,0,0,12,650.6296296296297,26,0,2.0,0,0.9629629629629629,0.0,1.7567,0,0.016142465,1.61,Low Risk
1137,28,1,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0,2408.0,1,0,2.75,0,1.0,1.0,0.4816,0,0.9914894,99.15,High Risk
1138,22,0,Non-Travel,457,Research & Development,26,2,Other,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3,703.5,3,0,2.25,1,1.0,0.5,0.8442,0,0.081335716,8.13,Low Risk
1139,50,0,Travel_Frequently,1234,Research & Development,20,5,Medical,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Yes,15,3,3,1,32,3,3,30,8,12,13,351.40625,18,1,2.75,0,0.9375,0.26666666666666666,3.3735,0,0.0007157936,0.07,Low Risk
1140,32,0,Travel_Rarely,634,Research & Development,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,No,17,3,4,2,6,3,3,3,2,0,2,552.0,3,0,3.25,0,0.5,0.6666666666666666,1.3248,0,0.0002674086,0.03,Low Risk
1141,44,0,Travel_Rarely,1313,Research & Development,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10,828.2173913043479,21,0,3.0,1,0.9565217391304348,0.3181818181818182,7.6196,0,0.00022239621,0.02,Low Risk
1142,30,0,Travel_Rarely,241,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,No,12,3,2,1,6,3,2,6,4,1,1,356.8333333333333,5,0,2.0,0,1.0,0.6666666666666666,0.4282,0,0.018884638,1.89,Low Risk
1143,45,0,Travel_Rarely,1015,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4,576.9,9,0,2.0,0,1.0,0.7,0.5769,0,0.034339886,3.43,Low Risk
1144,45,0,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5,438.5,6,0,1.5,0,1.0,0.7,0.4385,0,0.048502628,4.85,Low Risk
1145,31,0,Travel_Frequently,715,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,No,13,3,4,0,10,3,3,5,2,0,3,533.2,5,0,3.0,0,0.5,0.4,0.5332,1,0.58738506,58.74,Medium Risk
1146,36,0,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1,666.1428571428571,2,0,2.75,0,0.42857142857142855,0.6666666666666666,1.3989,1,0.031740386,3.17,Low Risk
1147,34,0,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,524.8888888888889,2,1,2.75,0,1.0,0.7777777777777778,1.8896,0,0.0067645046,0.68,Low Risk
1148,49,0,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,1,No,14,3,4,1,10,3,2,9,6,1,4,321.1,8,0,2.5,0,0.9,0.6666666666666666,0.3211,0,0.03807271,3.81,Low Risk
1149,39,0,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7,537.7,0,1,2.5,0,0.7,1.0,0.5377,0,0.0009002073,0.09,Low Risk
1150,27,0,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7,580.8571428571429,7,0,2.25,0,1.0,1.0,0.4066,0,0.012573465,1.26,Low Risk
1151,35,0,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10,325.5,15,0,2.5,0,1.0,0.9375,0.5208,0,0.00077819946,0.08,Low Risk
1152,28,0,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,No,21,4,2,1,6,5,2,5,3,0,0,812.8333333333334,5,0,1.75,0,0.8333333333333334,0.6,0.4877,0,0.032847073,3.28,Low Risk
1153,21,0,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,1039.0,0,0,3.25,0,0.6666666666666666,1.0,1.2468,0,0.009891454,0.99,Low Risk
1154,18,1,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0,1569.0,0,0,3.25,0,0.0,0.0,0.6276,0,0.9980202,99.8,High Risk
1155,47,0,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0,728.074074074074,4,0,3.25,0,0.18518518518518517,0.4,5.8974,0,0.0006398268,0.06,Low Risk
1156,39,0,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,No,15,3,4,1,11,3,3,10,8,0,7,279.0,10,0,3.25,0,0.9090909090909091,0.8,0.9207,0,0.0016878301,0.17,Low Risk
1157,40,0,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12,579.7222222222222,4,1,2.75,0,1.0,0.8333333333333334,3.1305,0,0.0053162053,0.53,Low Risk
1158,35,0,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,No,12,3,4,1,15,5,3,14,11,2,9,276.53333333333336,12,0,3.25,0,0.9333333333333333,0.7857142857142857,1.2444,0,0.00023875196,0.02,Low Risk
1159,37,0,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,No,17,3,1,3,9,2,2,4,3,0,2,640.8888888888889,4,0,2.25,0,0.4444444444444444,0.75,1.7304,0,0.0072629773,0.73,Low Risk
1160,39,0,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,No,13,3,4,0,10,2,1,9,2,3,8,504.2,6,0,2.25,0,0.9,0.2222222222222222,1.5126,0,0.01849235,1.85,Low Risk
1161,45,0,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,2,10,3,3,10,7,3,9,577.0,7,0,3.0,0,1.0,0.7,2.308,0,0.004131382,0.41,Low Risk
1162,38,0,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2,775.6,5,0,3.75,0,0.5,0.8,2.3268,0,0.005735136,0.57,Low Risk
1163,35,1,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,No,17,3,3,0,15,3,3,13,12,6,0,687.0666666666667,7,1,2.75,0,0.8666666666666667,0.9230769230769231,1.0306,1,0.98812705,98.81,High Risk
1164,37,0,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,No,11,3,1,1,8,2,1,8,4,7,7,492.0,1,1,1.5,0,1.0,0.5,0.7872,0,0.026463281,2.65,Low Risk
1165,40,0,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3,441.3888888888889,1,0,3.25,1,0.2222222222222222,0.5,3.178,1,0.043028593,4.3,Low Risk
1166,44,0,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2,410.2142857142857,10,0,2.75,0,0.7142857142857143,0.7,2.2972,0,0.010190948,1.02,Low Risk
1167,48,0,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2,660.9565217391304,0,0,3.0,0,0.08695652173913043,1.0,6.0808,0,0.0003870346,0.04,Low Risk
1168,35,1,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2,777.1428571428571,0,0,2.75,1,0.2857142857142857,1.0,2.176,1,0.9901174,99.01,High Risk
1169,24,0,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3,626.6666666666666,5,0,2.75,0,1.0,0.5,1.504,0,0.72455114,72.46,High Risk
1170,27,0,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2,703.4,3,0,2.25,0,0.6,0.6666666666666666,1.0551,1,0.024964483,2.5,Low Risk
1171,27,0,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,No,13,3,3,0,6,0,2,4,2,1,2,430.0,3,0,3.25,0,0.6666666666666666,0.5,1.032,0,0.0064444593,0.64,Low Risk
1172,40,1,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3,216.6,4,0,1.25,1,0.4,0.5,0.2166,0,0.99390775,99.39,High Risk
1173,29,0,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,No,11,3,3,0,8,2,3,5,2,1,4,733.625,4,0,3.0,0,0.625,0.4,1.7607,1,0.10158273,10.16,Low Risk
1174,36,0,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,No,12,3,3,2,9,6,3,3,2,0,2,889.7777777777778,3,0,2.25,0,0.3333333333333333,0.6666666666666666,0.8008,0,0.00042432177,0.04,Low Risk
1175,25,0,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,No,17,3,3,2,7,6,3,7,7,0,7,743.7142857142857,7,0,3.25,0,1.0,1.0,1.5618,0,0.0020247165,0.2,Low Risk
1176,39,0,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,No,21,4,3,0,7,3,3,5,4,1,0,756.4285714285714,4,0,3.0,0,0.7142857142857143,0.8,1.059,0,0.031177444,3.12,Low Risk
1177,49,0,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,No,16,3,2,2,27,2,3,4,2,1,2,607.8888888888889,3,0,2.0,0,0.14814814814814814,0.5,3.2826,0,0.0015304536,0.15,Low Risk
1178,50,0,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,No,15,3,3,3,19,3,3,14,11,1,11,698.3684210526316,13,0,2.75,0,0.7368421052631579,0.7857142857142857,1.3269,1,0.002711569,0.27,Low Risk
1179,20,0,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,No,19,3,1,0,2,3,3,2,2,2,2,1391.5,0,0,2.5,0,1.0,1.0,0.8349,0,0.08102809,8.1,Low Risk
1180,34,0,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,No,12,3,3,1,11,2,3,11,8,7,9,493.90909090909093,4,1,3.0,0,1.0,0.7272727272727273,1.0866,0,0.0018148153,0.18,Low Risk
1181,36,0,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,No,11,3,3,0,15,4,3,4,3,1,3,134.2,3,0,2.25,0,0.26666666666666666,0.75,0.4026,0,0.10490681,10.49,Low Risk
1182,49,0,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12,465.53333333333336,13,0,2.75,0,0.5,0.7333333333333333,4.1898,0,0.0026689745,0.27,Low Risk
1183,36,0,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,No,15,3,3,0,4,6,3,3,2,1,2,1093.5,2,0,3.25,0,0.75,0.6666666666666666,1.3122,0,7.530585e-05,0.01,Low Risk
1184,36,0,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,No,20,4,1,1,13,3,3,5,4,0,4,526.3076923076923,5,0,2.25,0,0.38461538461538464,0.8,0.6842,1,0.0022977109,0.23,Low Risk
1185,54,0,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,17426,18685,3,No,25,4,3,1,36,6,3,10,8,4,7,484.05555555555554,6,0,2.75,0,0.2777777777777778,0.8,5.2278,0,0.000520486,0.05,Low Risk
1186,43,0,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,No,24,4,1,1,14,3,3,14,10,6,11,1257.357142857143,8,1,2.5,0,1.0,0.7142857142857143,5.2809,0,0.0046674684,0.47,Low Risk
1187,35,1,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7,352.38461538461536,5,1,3.25,0,0.8461538461538461,0.8181818181818182,1.8324,0,0.24297982,24.3,Low Risk
1188,38,0,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9,249.21052631578948,11,0,4.0,0,0.6842105263157895,0.8461538461538461,1.894,1,0.0033011623,0.33,Low Risk
1189,29,0,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9,418.7,10,0,1.75,1,1.0,0.0,0.8374,0,0.014558431,1.46,Low Risk
1190,33,0,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,2,6,5,3,6,2,0,4,917.5,6,0,3.5,0,1.0,0.3333333333333333,2.202,0,0.00036979103,0.04,Low Risk
1191,32,0,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,No,13,3,3,2,10,4,2,9,5,1,6,547.0,8,0,2.75,0,0.9,0.5555555555555556,1.094,0,0.00072240597,0.07,Low Risk
1192,31,0,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,No,11,3,1,2,10,2,3,10,0,0,2,547.6,10,0,2.25,0,1.0,0.0,2.1904,0,0.006551295,0.66,Low Risk
1193,49,0,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2,152.1764705882353,0,0,2.25,1,0.11764705882352941,1.0,0.2587,0,0.035320025,3.53,Low Risk
1194,38,0,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3,610.0,1,0,2.75,0,1.0,0.75,0.488,0,0.011602889,1.16,Low Risk
1195,47,0,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2,550.7586206896551,2,0,2.5,0,0.10344827586206896,0.6666666666666666,3.1944,1,0.0015185407,0.15,Low Risk
1196,49,0,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15379,22384,4,No,14,3,1,0,23,2,3,8,7,0,0,668.6521739130435,8,0,2.5,0,0.34782608695652173,0.875,4.6137,0,0.000796308,0.08,Low Risk
1197,41,0,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2,337.23809523809524,2,0,3.5,0,0.09523809523809523,0.0,2.1246,0,0.04856958,4.86,Low Risk
1198,20,0,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,No,11,3,1,0,2,3,3,2,2,0,2,1364.0,2,0,2.25,0,1.0,1.0,0.2728,0,0.026675465,2.67,Low Risk
1199,33,0,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2,766.8571428571429,5,0,3.25,0,0.8571428571428571,0.8333333333333334,2.1472,0,0.005255318,0.53,Low Risk
1200,36,0,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,No,14,3,2,2,10,2,2,3,2,0,2,534.7,3,0,2.0,0,0.3,0.6666666666666666,1.6041,1,0.017794803,1.78,Low Risk
1201,44,0,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2,399.375,0,0,2.75,0,0.25,1.0,1.278,0,0.019600203,1.96,Low Risk
1202,23,1,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2,797.8,4,0,2.75,0,1.0,0.8,1.1967,0,0.99263906,99.26,High Risk
1203,38,0,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,No,19,3,4,1,7,5,2,0,0,0,0,472.2857142857143,0,0,3.25,0,0.0,0.0,0.9918,1,0.004630683,0.46,Low Risk
1204,53,0,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,No,15,3,3,0,11,2,3,4,3,1,2,636.8181818181819,3,0,3.0,0,0.36363636363636365,0.75,2.802,0,0.0015562834,0.16,Low Risk
1205,48,1,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7,139.73684210526315,2,1,3.25,0,0.47368421052631576,0.7777777777777778,0.7965,0,0.2234232,22.34,Low Risk
1206,32,1,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,0,1393.0,1,0,2.5,0,1.0,0.0,0.2786,0,0.9912855,99.13,High Risk
1207,26,0,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,No,20,4,3,0,7,5,3,7,7,5,7,367.14285714285717,2,1,3.5,0,1.0,1.0,1.028,0,0.0029509992,0.3,Low Risk
1208,55,0,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,No,12,3,4,1,8,1,3,4,2,1,2,442.125,3,0,2.5,0,0.5,0.5,0.7074,1,0.030421244,3.04,Low Risk
1209,34,0,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,No,14,3,3,1,15,3,4,15,10,4,13,265.73333333333335,11,0,3.25,0,1.0,0.6666666666666666,1.5944,0,0.0016328155,0.16,Low Risk
1210,60,0,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,0,572.7894736842105,1,0,3.5,0,0.05263157894736842,0.0,4.3532,0,0.0012338426,0.12,Low Risk
1211,33,0,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,No,18,3,4,3,14,6,3,14,11,2,13,144.85714285714286,12,0,2.75,0,1.0,0.7857142857142857,0.4056,0,0.0028594283,0.29,Low Risk
1212,37,0,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,No,14,3,3,2,6,2,2,6,3,1,3,1587.5,5,0,3.0,0,1.0,0.5,3.81,0,0.019817473,1.98,Low Risk
1213,34,0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,No,12,3,2,0,10,3,3,10,9,8,7,292.9,2,1,2.75,0,1.0,0.9,1.1716,0,0.019796737,1.98,Low Risk
1214,23,1,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2,758.3333333333334,3,0,3.0,0,1.0,0.6666666666666666,0.91,0,0.9812943,98.13,High Risk
1215,44,0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7,875.4444444444445,2,1,3.0,0,0.8888888888888888,0.875,3.1516,0,0.0019469034,0.19,Low Risk
1216,35,0,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4,821.6666666666666,4,0,3.0,0,0.8333333333333334,0.8,1.972,0,0.12972264,12.97,Low Risk
1217,43,0,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8,784.7,2,1,3.0,0,1.0,0.9,3.1388,0,0.016213493,1.62,Low Risk
1218,24,0,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,No,16,3,4,1,5,1,3,5,3,0,4,880.2,5,0,3.25,0,1.0,0.6,1.3203,0,0.0012095511,0.12,Low Risk
1219,41,0,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,No,12,3,2,0,10,3,3,10,8,8,7,924.1,2,1,3.0,0,1.0,0.8,2.7723,0,0.0661787,6.62,Low Risk
1220,29,0,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,9,No,17,3,3,1,9,2,3,5,3,1,2,330.44444444444446,4,0,3.25,0,0.5555555555555556,0.6,0.8922,1,0.0021178115,0.21,Low Risk
1221,36,0,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,No,15,3,3,0,17,2,2,13,7,6,7,264.8235294117647,7,1,3.0,0,0.7647058823529411,0.5384615384615384,1.8008,0,0.113045946,11.3,Low Risk
1222,45,0,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,No,23,4,4,1,25,3,2,23,15,14,4,429.92,9,1,3.0,0,0.92,0.6521739130434783,3.2244,0,0.0005653832,0.06,Low Risk
1223,24,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,No,11,3,3,1,1,2,3,1,0,0,0,1555.0,1,0,3.25,0,1.0,0.0,0.4665,0,0.9828849,98.29,High Risk
1224,47,1,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,No,11,3,3,0,25,3,1,23,5,14,10,517.44,9,1,2.5,0,0.92,0.21739130434782608,3.8808,1,0.9898309,98.98,High Risk
1225,26,0,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,No,15,3,3,3,3,3,4,3,2,0,2,768.3333333333334,3,0,3.5,0,1.0,0.6666666666666666,0.6915,0,0.03503095,3.5,Low Risk
1226,45,0,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,16704,17119,1,No,11,3,3,0,21,2,3,21,6,8,6,795.4285714285714,13,1,3.0,0,1.0,0.2857142857142857,3.3408,0,0.002452881,0.25,Low Risk
1227,32,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,No,13,3,1,1,10,3,2,5,2,1,3,343.3,4,0,1.75,0,0.5,0.4,1.0299,1,0.7196595,71.97,High Risk
1228,31,0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,No,14,3,4,1,6,2,4,5,2,0,3,579.5,5,0,3.25,0,0.8333333333333334,0.4,1.0431,0,0.003720699,0.37,Low Risk
1229,41,0,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,No,19,3,2,1,10,4,3,3,2,1,2,643.0,2,0,2.5,0,0.3,0.6666666666666666,1.286,1,0.006904194,0.69,Low Risk
1230,40,0,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0,362.0,1,0,2.0,0,0.05555555555555555,0.0,0.6516,0,0.09415478,9.42,Low Risk
1231,24,0,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,No,13,3,2,3,6,2,4,6,2,1,2,651.1666666666666,5,0,2.25,0,1.0,0.3333333333333333,0.3907,0,0.0314063,3.14,Low Risk
